"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
126,"1997-1998","AAHI","Centre polyvalent à Ninaing au Sénégal","Projets spéciaux","",0,124,85,"MIR- Partenariats et Développement International","Aucun","Sénégal","",14.71,-17.47,"Services sociaux","Services sociaux",3910.00,3910.00,0.00,0.00,0.00,0.00,"1997-1998","","","","","Approuvé / Versé"
129,"1999-2000","AAHI","Production de poussins d'un jour et élevage de poulets sur le site de la COOPAP","Petits projets","",0,124,55,"MIR- Partenariats et Développement International","Coopérative agro-piscicole N'Dress (COOPAP)","Centrafrique","Bangui",4.36,18.55,"Agriculture / Foresterie","Bétail",50453.00,50453.00,0.00,0.00,0.00,0.00,"1999-2000","","","","","Approuvé / Versé"
130,"1999-2000","AAHI","Construction et équipement d'une salle polyvalente au centre culturel de Pala","Petits projets","",0,124,54,"MIR- Partenariats et Développement International","Paroisse de Pala","Tchad","Pala",12.11,15.04,"Services sociaux","Services sociaux",46621.00,46621.00,0.00,0.00,0.00,0.00,"1999-2000","","","","","Approuvé / Versé"
133,"1997-1998","AAHI","Construction de huit cases d'accueil au centre de formation de Ndress-Bangui en République centrafricaine","Petits projets","",0,124,115,"MIR- Partenariats et Développement International","Groupement agro-piscicole (GAP)","Centrafrique","",4.36,18.55,"Agriculture / Foresterie","Coopératives agricoles",36618.00,36618.00,0.00,0.00,0.00,0.00,"1997-1998","","","","","Approuvé / Versé"
135,"1999-2000","AAHI","Aide d'urgence aux réfugiés kosovars en Albanie","Aide d'urgence","",0,82,86,"Centre d'étude et de coopération internationale","USEFUL for Albanian Women","Albanie","",41.32,19.81,"Aide d'urgence","Aide aux réfugiés (dans le pays receveur)",50000.00,50000.00,0.00,0.00,0.00,0.00,"1999-2000","","","","","Approuvé / Versé"
136,"1998-1999","AAHI","Mise sur pied d'une micro conserverie de poissons en République Centrafricaine","Petits projets","",0,124,12,"MIR- Partenariats et Développement International","Groupement agro-piscicole (GAP) Ndress-Bangui","Centrafrique","",4.36,18.55,"Pêche","Services dans le domaine de la pêche",39252.00,39252.00,0.00,0.00,0.00,0.00,"1998-1999","","","","","Approuvé / Versé"
138,"1997-1998","AAHI","Soutien de l'intervention de monsieur Roger Brodeur en Haïti","Projets spéciaux","",0,70,23,"Collaboration santé internationale","Ministère de la Santé hatïenne","Haïti","",18.54,-72.33,"Santé","Politique de la santé et gestion administrative",38453.00,38453.00,0.00,0.00,0.00,0.00,"1997-1998","","","","","Approuvé / Versé"
139,"1998-1999","AAHI","Adduction d'eau au Rwanda","Petits projets","",0,70,103,"Collaboration santé internationale","Soeurs de Ste-Chrétienne, dispensaire de Bungwe","Rwanda","",-1.95,30.06,"Distribution d'eau et assainissement","Distribution d'eau et assainissement - systèmes à grande échelle",26052.00,13026.00,13026.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
140,"1998-1999","AAHI","Centre de médecine naturelle au Brésil","Petits projets","",0,70,104,"Collaboration santé internationale","Soeurs du Bon Pasteur (Brésil)","Brésil","",-15.78,-47.91,"Santé","Formation de personnel de santé",27074.00,13537.00,13537.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
141,"1998-1999","AAHI","Construction de trois puits au Cameroun","Petits projets","",0,70,64,"Collaboration santé internationale","Frères Maristes","Cameroun","",3.86,11.51,"Distribution d'eau et assainissement","Distribution d'eau potable de base et assainissement de base",32306.00,16153.00,16153.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
142,"1998-1999","AAHI","Formation technique aux jeunes de la rue à Akono, au Cameroun","Petits projets","",0,70,64,"Collaboration santé internationale","Frères Maristes","Cameroun","",3.86,11.51,"Éducation","Formation professionnelle",32781.00,16391.00,16390.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
143,"1998-1999","AAHI","Laïque Saint-Famille, volet santé à Ventania Callao, au Pérou","Projets spéciaux","",0,70,105,"Collaboration santé internationale","Projet laïque missionaire Ste-Famille","Pérou","",-12.04,-77.05,"Santé","Infrastructure pour la santé de base",2166.00,1083.00,1083.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
144,"1998-1999","AAHI","Planification familiale (méthode Billings) à Luque, au Paraguay","Projets spéciaux","",0,70,65,"Collaboration santé internationale","Augustines de la Miséricodre de Jésus","Paraguay","",-25.29,-57.64,"Santé","Planification familiale",3642.00,1821.00,1821.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
145,"1998-1999","AAHI","Production d'une vidéo info-santé à Magawa, au Malawi","Projets spéciaux","",0,70,16,"Collaboration santé internationale","Guilleme Health Center (St-Michael)","Malawi","",-13.98,33.78,"Santé","Éducation sanitaire",3800.00,1900.00,1900.00,0.00,0.00,0.00,"1998-1999","1999-2000","","","","Approuvé / Versé"
252,"1998-1999","QSF","Agriculture et santé communautaire","Stages annuels","universel",9,80,136,"Carrefour de solidarité internationale","Association Kilabo","Mali","",12.65,-8.00,"Multisectoriel/Autre",,37434.00,18717.00,18717.00,3122.10,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
253,"1998-1999","QSF","Santé et organisation communautaire","Stages annuels","universel",9,80,280,"Carrefour de solidarité internationale","Ayni salud","Pérou","",-12.04,-77.05,"Santé","Éducation sanitaire",30726.00,15363.00,15363.00,3258.90,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
254,"1998-1999","QSF","Appui à la production et diffusion d'émissions radiophoniques communautaires","Stages annuels","universel",9,82,137,"Centre d'étude et de coopération internationale","ERBOL","Bolivie","La Paz",-16.49,-68.15,"Communications","Radio, télévision, presse écrite",28266.00,14133.00,14133.00,2570.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
255,"1998-1999","QSF","Projet d'accompagnement Québec/Guatemala","Stages annuels","universel",9,84,21,"Centre de ressources sur la non-violence","Plusieurs","Guatemala","",14.62,-90.52,"Gouvernance et société civile","Droits de la personne",32858.40,16429.20,16429.20,3855.60,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
256,"1998-1999","QSF","Viens à Nouna, en langue mooré","Stages annuels","universel",9,85,21,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Plusieurs","Burkina Faso","",12.37,-1.52,"Multisectoriel/Autre",,38582.00,19291.00,19291.00,3443.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
257,"1998-1999","QSF","Intercambio en Ecuador","Stages annuels","universel",9,85,21,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Plusieurs","Équateur","",-0.21,-78.50,"Multisectoriel/Autre",,33843.00,16921.50,16921.50,4131.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
258,"1998-1999","QSF","L'éducation relative à l'environnement pour un développement durable","Stages annuels","universel",8,66,139,"Club 2/3","Groupe pour l'étude et l'enseignement de la population (GEEP)","Sénégal","",14.71,-17.47,"Environnement","Éducation et formation environnementales",36963.00,18481.50,18481.50,2856.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
259,"1998-1999","QSF","Santé et éducation communautaire","Stages annuels","universel",10,66,316,"Club 2/3","Association des Parents et Maîtres (APM)","Brésil","",-15.78,-47.91,"Santé","POPULATION ET FERTILITÉ",30562.00,15281.00,15281.00,3570.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
260,"1998-1999","QSF","Agroforesterie Québec/Nicaragua","Stages annuels","universel",8,96,31,"Jeunesse Canada Monde / Bureau régional du Québec","Kati Raya","Nicaragua","",12.15,-86.26,"Agriculture / Foresterie","Développement forestier",32809.66,16404.83,16404.83,3672.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
261,"1998-1999","QSF","Développement communautaire","Stages annuels","universel",10,96,142,"Jeunesse Canada Monde / Bureau régional du Québec","Centro Juvenil Promoción Integral (CEJUV)","Mexique","",19.42,-99.12,"Services sociaux","Services sociaux",32809.67,16404.84,16404.83,4590.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
262,"1998-1999","QSF","Soins de santé primaire","Stages annuels","universel",10,96,301,"Jeunesse Canada Monde / Bureau régional du Québec","Groupe de recherche et d'action pour le bien-être social (GRABS)","Bénin","",6.48,2.61,"Santé","Soins et services de santé de base",40009.67,20004.84,20004.83,4131.00,0.00,0.00,"1998-1999","1998-1999","1998-1999","","","Approuvé / Versé"
762,"2001-2002","QSF","Démocratie et développement local","Stages pluriannuels","universel",9,105,325,"Solidarité Union Coopération","Benkadi, association villageoise de la commune de Sanankoroba","Mali","Sanankoroba",12.65,-8.00,"Multisectoriel/Autre",,38520.00,9630.00,9630.00,23040.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
763,"2001-2002","QSF","Le commerce équitable, une alternative pour les coopératives au Mexique","Stages annuels","universel",9,79,292,"Carrefour International (bureau régional du Québec)","CEPCO","Mexique","Oaxaca",19.42,-99.12,"Activités génératrices de revenus","Commerce équitable",34740.00,8685.00,8685.00,22230.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
764,"2001-2002","QSF","Initiation au développement local et communautaire","Stages annuels","universel",9,96,142,"Jeunesse Canada Monde / Bureau régional du Québec","Centro Juvenil Promoción Integral (CEJUV)","Mexique","Mexico",19.42,-99.12,"Services sociaux","Services sociaux",34740.00,8685.00,8685.00,22230.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
765,"2001-2002","QSF","Développement communautaire et écologique en milieu autochtone","Stages annuels","universel",6,90,303,"Comité pour les droits humains en Amérique latine","Maderas del Pueblo del Sureste","Mexique","Chimalapas",19.42,-99.12,"Multisectoriel/Autre",,19740.00,4935.00,4935.00,12030.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
766,"2001-2002","QSF","Projet d'intégration en milieu rural","Stages annuels","universel",9,96,31,"Jeunesse Canada Monde / Bureau régional du Québec","Kati Raya","Nicaragua","Nicaragua",12.15,-86.26,"Agriculture / Foresterie","Ressources en terres cultivables",38340.00,9585.00,9585.00,14643.00,9387.00,0.00,"2001-2002","2001-2002","2001-2002","2002-2003","","Approuvé / Versé"
767,"2001-2002","QSF","Alternatives environnementales","Stages annuels","universel",9,92,327,"Comité régional d'éducation pour le développement international de Lanaudière","Orden Franciscana de Ayacucho (OFM)","Pérou","",-12.04,-77.05,"Environnement","Éducation et formation environnementales",34920.00,8730.00,8730.00,21240.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
768,"2001-2002","QSF","Développement et travail minier dans le corridor Oro de Los Andes","Stages annuels","universel",8,105,328,"Solidarité Union Coopération","CooperAccion et Labor","Pérou","Huaraz",-12.04,-77.05,"Multisectoriel/Autre",,34920.00,8730.00,8730.00,20862.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
769,"2001-2002","QSF","Bienvenidos a la vida estudiantil","Stages annuels","universel",9,101,329,"Plan Nagua","ENECOOP","République dominicaine","Santo Domingo",18.47,-69.90,"Éducation","Politique de l'éducation et gestion administrative",33714.00,8428.50,8428.50,21123.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
770,"2001-2002","QSF","Santé communautaire et développement local","Stages annuels","universel",9,80,330,"Carrefour de solidarité internationale",,"République dominicaine","",18.47,-69.90,"Santé","Soins et services de santé de base",29610.00,7402.50,7402.50,19245.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
771,"2001-2002","QSF","Éducation relative à l'environnement et nouvelles technologies","Stages annuels","universel",9,66,139,"Club 2/3","Groupe pour l'étude et l'enseignement de la population (GEEP)","Sénégal","",14.71,-17.47,"Environnement","Éducation et formation environnementales",38520.00,9630.00,9630.00,23040.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
1096,"2003-2004","PQDI","Alimentation en eau potable de deux écoles primaires par Bélier hydraulique.","Petits projets","",0,106,420,"Terre sans frontières","Terre Sans Frontières, Burundi","Burundi","Rumeza",-3.37,29.36,"Distribution d'eau et assainissement","Distribution d'eau potable de base et assainissement de base",24400.00,24400.00,0.00,0.00,0.00,0.00,"2003-2004","","","","","Approuvé / Versé"
1100,"2003-2004","PQDI","Coopérative d'aménagement forestier de la forêt de Gnagoumaré.","Petits projets","",0,79,401,"Carrefour International (bureau régional du Québec)","Organisation nigérienne pour la promotion de l'hydraulique et du développement à la base (ONPHDB)","Niger","Gnagoumaré",13.51,2.11,"Agriculture / Foresterie","Services agricoles",66600.00,66600.00,0.00,0.00,0.00,0.00,"2003-2004","","","","","Approuvé / Versé"
1101,"2003-2004","PQDI","Renforcement des capacités des réseaux de radio populaire et autochtone dans les Andes.","Grands projets","",0,82,422,"Centre d'étude et de coopération internationale","Asociacion Latinoamericana de Educacion Radiofonica (ALER)","Équateur","Plusieurs",-0.21,-78.50,"Communications","Radio, télévision, presse écrite",250000.00,150000.00,100000.00,0.00,0.00,0.00,"2003-2004","2004-2005","","","","Approuvé / Versé"
1103,"2003-2004","PQDI","Projet en agroforesterie et renforcement de la production locale","Petits projets","",0,104,417,"Regroupement des organismes canado-haïtiens pour le développement","Fonds haitien d'appui au développement du Sud (FONHSUD)","Haïti","Aquin",18.54,-72.33,"Agriculture / Foresterie","Développement agricole",43132.00,43132.00,0.00,0.00,0.00,0.00,"2003-2004","","","","","Approuvé / Versé"
1529,"2005-2006","PQDI","Gestion des déchets solides ménagers (GDSM) aux Gonaïves, Haïti.","Petits projets","",0,100,,"Oxfam-Québec",,"Haïti","Gonaïves",18.54,-72.33,"Distribution d'eau et assainissement","Traitement des déchets",50000.00,50000.00,0.00,0.00,0.00,0.00,"2005-2006","","","","","Approuvé / Versé"
1530,"2005-2006","QSF","Assistant ou assistante au programme des stages Québec sans frontières","Stages annuels","stagiaires OCI",1,62,,"L'AMIE (Aide internationale à l'enfance)",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1531,"2005-2006","QSF","Adjoint ou adjointe au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,79,,"Carrefour International (bureau régional du Québec)",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",13500.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1532,"2005-2006","QSF","Organisateur ou organisatrice communautaire","Stages annuels","stagiaires OCI",1,80,,"Carrefour de solidarité internationale",,"Canada-Québec","Sherbrooke",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",12600.00,12600.00,900.00,0.00,0.00,0.00,"2005-2006","2005-2006","","","","Approuvé / Versé"
1533,"2005-2006","QSF","Agent ou agente d’éducation","Stages annuels","stagiaires OCI",1,81,,"Carrefour d'éducation à la solidarité internationale - Québec",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",7200.00,3360.00,1680.00,2160.00,0.00,0.00,"2005-2006","2005-2006","2005-2006","","","Approuvé / Versé"
